source,date,title,url,primary_use_case,primary_use_case_confidence,ai_use_cases,sentiment,ai_mention_count,ai_mentions,title_ai_mention_count,title_ai_mentions,word_count,summary
ISPreview UK,2025-11-09,ISP KCOM Start Black Friday SALE on UK Broadband Packages,https://www.ispreview.co.uk/index.php/2025/11/isp-kcom-start-black-friday-sale-on-uk-broadband-packages.html,,0.0,,not_applicable,0,,0,,50,
ISPreview UK,2025-11-08,Ofcom Predict 97 Percent of UK Covered by Gigabit Broadband in Jan 2028,https://www.ispreview.co.uk/index.php/2025/11/ofcom-predict-97-percent-of-uk-covered-by-gigabit-broadband-in-jan-2028.html,,0.0,,not_applicable,0,,0,,63,
ISPreview UK,2025-11-07,Sky UK in Talks to Acquire ITV’s Media and Entertainment Divisions,https://www.ispreview.co.uk/index.php/2025/11/sky-uk-in-talks-to-acquire-itvs-media-and-entertainment-divisions.html,,0.0,,not_applicable,0,,0,,43,
ISPreview UK,2025-11-07,Nexfibre Publish Q3 2025 UK Full Fibre Broadband Build Update – 2.44M Premises,https://www.ispreview.co.uk/index.php/2025/11/nexfibre-publish-q3-2025-uk-full-fibre-broadband-build-update-2-44m-premises.html,,0.0,,not_applicable,0,,0,,50,
ISPreview UK,2025-11-07,ISP LightSpeed Broadband Drops 2000Mbps Package to £33.99,https://www.ispreview.co.uk/index.php/2025/11/isp-lightspeed-broadband-drops-2000mbps-package-to-33-99.html,,0.0,,not_applicable,0,,0,,60,
ISPreview UK,2025-11-07,Vodafone UK Gifts Free Global Roaming to all UK Armed Forces Personnel,https://www.ispreview.co.uk/index.php/2025/11/vodafone-uk-gifts-free-global-roaming-for-all-uk-armed-forces-personnel.html,,0.0,,not_applicable,0,,0,,40,
ISPreview UK,2025-11-07,British Airways to Supply Free In-flight WiFi by Starlink Broadband Satellites,https://www.ispreview.co.uk/index.php/2025/11/british-airways-to-supply-free-in-flight-wifi-by-starlink-broadband-satellites.html,,0.0,,not_applicable,0,,0,,56,
ISPreview UK,2025-11-06,Vodafone and Three UK to Increase Mid-Contract Price Hikes on Broadband and Mobile UPD,https://www.ispreview.co.uk/index.php/2025/11/vodafone-uk-increases-mid-contract-price-hikes-on-broadband-and-mobile.html,,0.0,,not_applicable,0,,0,,64,
ISPreview UK,2025-11-06,Pop Telecom Joins Freedom Fibre’s UK Broadband Network,https://www.ispreview.co.uk/index.php/2025/11/pop-telecom-joins-freedom-fibres-uk-broadband-network.html,,0.0,,not_applicable,0,,0,,47,
ISPreview UK,2025-11-06,ISP Connect Fibre Offer 3 Months Free Broadband and £50 Cashback,https://www.ispreview.co.uk/index.php/2025/11/isp-connect-fibre-offer-3-months-free-broadband-and-50-cashback.html,,0.0,,not_applicable,0,,0,,53,
ISPreview UK,2025-11-06,BLACK FRIDAY – UK ISP Virgin Media Offers First 3 Months Free Broadband,https://www.ispreview.co.uk/index.php/2025/11/black-friday-uk-isp-virgin-media-offers-first-3-months-free-broadband.html,,0.0,,not_applicable,0,,0,,65,
ISPreview UK,2025-11-06,Ofcom to Boost UK Telecoms Security by Working with Key Countries,https://www.ispreview.co.uk/index.php/2025/11/ofcom-to-boost-uk-telecoms-security-by-working-with-key-countries.html,,0.0,,not_applicable,0,,0,,50,
ISPreview UK,2025-11-06,"Virgin Media UK and Nexfibre Extend Full Fibre to 6,000 Homes in Widnes",https://www.ispreview.co.uk/index.php/2025/11/virgin-media-uk-and-nexfibre-extend-full-fibre-to-6000-homes-in-widnes.html,,0.0,,not_applicable,0,,0,,49,
ISPreview UK,2025-11-06,BT See Openreach UK Broadband Lines Fall by 242k as FTTP Covers 20.3M Premises,https://www.ispreview.co.uk/index.php/2025/11/bt-see-openreach-uk-broadband-lines-fall-by-242k-as-fttp-covers-20-3m-premises.html,,0.0,,not_applicable,0,,0,,60,
ISPreview UK,2025-11-06,BT and EE to Sell Starlink as UK Rural Broadband Solution to Customers,https://www.ispreview.co.uk/index.php/2025/11/bt-and-ee-to-sell-starlink-as-uk-rural-broadband-solution-to-customers.html,,0.0,,not_applicable,0,,0,,51,
ISPreview UK,2025-11-05,Key News for Virgin Media O2 as Telefonica’s Strategic Plan to Focus on UK,https://www.ispreview.co.uk/index.php/2025/11/key-news-for-virgin-media-o2-as-telefonicas-strategic-plan-to-focus-on-uk.html,,0.0,,not_applicable,0,,0,,57,
ISPreview UK,2025-11-05,Sky UK to Scrap Sky Live 4K Smart Camera for Sky Glass After Just 2 Years,https://www.ispreview.co.uk/index.php/2025/11/sky-uk-to-scrap-sky-live-4k-smart-camera-for-sky-glass-after-just-2-years.html,,0.0,,not_applicable,0,,0,,59,
ISPreview UK,2025-11-05,Openreach CEO Threatens to Scrap 30M UK Premises Target for FTTP Broadband,https://www.ispreview.co.uk/index.php/2025/11/openreach-ceo-threatens-to-scrap-30m-uk-premises-target-for-fttp-broadband.html,,0.0,,not_applicable,0,,0,,61,
ISPreview UK,2025-11-05,London ISP Vorboss Launch New Connectivity Product for Smart Public Services,https://www.ispreview.co.uk/index.php/2025/11/london-isp-vorboss-launch-new-connectivity-product-for-smart-public-services.html,,0.0,,not_applicable,0,,0,,41,
ISPreview UK,2025-11-05,ISP Lightning Fibre Launch UK Business Broadband Services via CityFibre,https://www.ispreview.co.uk/index.php/2025/11/isp-lightning-fibre-launch-uk-business-broadband-services-via-cityfibre.html,,0.0,,not_applicable,0,,0,,60,
ISPreview UK,2025-11-05,London Internet Exchange Launch New Bandwidth Options for Peering,https://www.ispreview.co.uk/index.php/2025/11/london-internet-exchange-launch-new-bandwidth-options-for-peering.html,,0.0,,not_applicable,0,,0,,59,
ISPreview UK,2025-11-05,Rural Broadband ISP Voneus Secure UK Funding to 2030 as More Job Cuts Loom,https://www.ispreview.co.uk/index.php/2025/11/rural-broadband-isp-voneus-secure-uk-funding-to-2030-as-more-job-cuts-loom.html,,0.0,,not_applicable,0,,0,,55,
ISPreview UK,2025-11-05,"R100 Gigabit Broadband Rollout Reaches 93,800 Premises in Scotland",https://www.ispreview.co.uk/index.php/2025/11/r100-gigabit-broadband-rollout-reaches-93800-premises-in-scotland.html,,0.0,,not_applicable,0,,0,,52,
ISPreview UK,2025-11-05,Broadband ISP TalkTalk Issue Trading Update and Explores New Ownership Structures,https://www.ispreview.co.uk/index.php/2025/11/broadband-isp-talktalk-issue-trading-update-and-explores-new-ownership-structures.html,,0.0,,not_applicable,0,,0,,57,
ISPreview UK,2025-11-05,Major UK Phone Providers Agree to Crackdown on Scam Calls and Fraud,https://www.ispreview.co.uk/index.php/2025/11/major-uk-phone-providers-agree-to-crackdown-on-scam-calls-and-fraud.html,,0.0,,not_applicable,0,,0,,64,
ISPreview UK,2025-11-04,INCA Continues Work to Standardise Wholesale Full Fibre Among UK Altnets,https://www.ispreview.co.uk/index.php/2025/11/inca-continues-work-to-standardise-wholesale-full-fibre-among-uk-altnets.html,,0.0,,not_applicable,0,,0,,44,
ISPreview UK,2025-11-04,New Spec Looks to Make 5G Fixed Wireless Broadband Viable for Blocks of Flats,https://www.ispreview.co.uk/index.php/2025/11/new-spec-looks-to-make-5g-fixed-wireless-broadband-viable-for-blocks-of-flats.html,,0.0,,not_applicable,0,,0,,46,
ISPreview UK,2025-11-04,eSIM.net Launch eSIM Using iOS 26’s Automatic Travel Activation Feature,https://www.ispreview.co.uk/index.php/2025/11/esim-net-launch-esim-using-ios-26s-automatic-travel-activation-feature.html,,0.0,,not_applicable,0,,0,,45,
ISPreview UK,2025-11-04,Vodafone UK Launch New Together Discount on Mobile and Broadband Bundles,https://www.ispreview.co.uk/index.php/2025/11/vodafone-uk-launch-new-together-discount-on-mobile-and-broadband-bundles.html,,0.0,,not_applicable,0,,0,,57,
ISPreview UK,2025-11-04,Business ISP 4Com Criticised Over UK Broadband and Phone Contracts,https://www.ispreview.co.uk/index.php/2025/11/business-isp-4com-criticised-over-uk-broadband-and-phone-contracts.html,,0.0,,not_applicable,0,,0,,55,
ISPreview UK,2025-11-04,Gov Push Ofcom to Tackle Mid Contract UK Broadband and Mobile Price Hikes,https://www.ispreview.co.uk/index.php/2025/11/gov-push-ofcom-to-tackle-mid-contract-uk-broadband-and-mobile-price-hikes.html,,0.0,,not_applicable,0,,0,,60,
ISPreview UK,2025-11-04,Fibrus Launch Black Friday Broadband Sale in N.Ireland and Cumbria UK,https://www.ispreview.co.uk/index.php/2025/11/fibrus-launch-black-friday-broadband-sale-in-n-ireland-and-cumbria-uk.html,,0.0,,not_applicable,0,,0,,57,
ISPreview UK,2025-11-04,Community Fibre Offers 6 Months Free Full Fibre Broadband in London,https://www.ispreview.co.uk/index.php/2025/11/community-fibre-offers-6-months-free-full-fibre-broadband-in-london.html,,0.0,,not_applicable,0,,0,,62,
ISPreview UK,2025-11-03,Giffgaff Expands Full Fibre Broadband Availability to Include Chester UK,https://www.ispreview.co.uk/index.php/2025/11/giffgaff-expands-full-fibre-broadband-availability-to-include-chester-uk.html,,0.0,,not_applicable,0,,0,,56,
ISPreview UK,2025-11-03,Openreach Expand Project Gigabit Broadband Build in Staffordshire and Lancashire UK,https://www.ispreview.co.uk/index.php/2025/11/openreach-expand-project-gigabit-broadband-build-in-staffordshire-and-lancashire-uk.html,,0.0,,not_applicable,0,,0,,53,
ISPreview UK,2025-11-03,Guernsey Switches Off Copper Network as Full Fibre Rollout Nears Completion,https://www.ispreview.co.uk/index.php/2025/11/guernsey-switches-off-copper-network-as-full-fibre-rollout-nears-completion.html,,0.0,,not_applicable,0,,0,,50,
ISPreview UK,2025-11-03,Altnet Broadband ISP Lightning Fibre Launches UK Black Friday SALE,https://www.ispreview.co.uk/index.php/2025/11/altnet-broadband-isp-lightning-fibre-launches-uk-black-friday-sale.html,,0.0,,not_applicable,0,,0,,56,
ISPreview UK,2025-11-03,Virgin Media O2 Appoint Kate Dohaney as CEO of UK Mobile Provider giffgaff,https://www.ispreview.co.uk/index.php/2025/11/virgin-media-o2-appoint-kate-dohaney-as-ceo-of-uk-mobile-provider-giffgaff.html,,0.0,,not_applicable,0,,0,,47,
ISPreview UK,2025-11-03,Broadband ISP Gigaclear Kicks Off UK Black Friday Discounts,https://www.ispreview.co.uk/index.php/2025/11/broadband-isp-gigaclear-kicks-off-uk-black-friday-discounts.html,,0.0,,not_applicable,0,,0,,45,
ISPreview UK,2025-11-03,Ofcom Warns UK Phone Providers to Ensure Customers Can Contact 999,https://www.ispreview.co.uk/index.php/2025/11/ofcom-warns-uk-phone-providers-to-ensure-customers-can-contact-999.html,,0.0,,not_applicable,0,,0,,64,
ISPreview UK,2025-11-03,Boss of UK Rural Broadband ISP Quickline Exits as New Top Team Formed,https://www.ispreview.co.uk/index.php/2025/11/boss-of-uk-rural-broadband-isp-quickline-exits-as-new-top-team-formed.html,,0.0,,not_applicable,0,,0,,52,
ISPreview UK,2025-11-03,O2 UK Reach Grim Milestone as Mobile Network Blocks 1 Billion Scam Texts,https://www.ispreview.co.uk/index.php/2025/11/o2-uk-reach-grim-milestone-as-mobile-network-blocks-1-billion-scam-texts.html,,0.0,,not_applicable,0,,0,,62,
ISPreview UK,2025-11-03,Rural UK Broadband ISP Quickline Discounts 1Gbps Plan to GBP 32,https://www.ispreview.co.uk/index.php/2025/11/rural-uk-broadband-isp-quickline-discounts-1gbps-plan-to-gbp-32.html,,0.0,,not_applicable,0,,0,,60,
ISPreview UK,2025-11-03,Virgin Media O2 Integrate Neutral Host Small Cell into Live UK 5G SA Network,https://www.ispreview.co.uk/index.php/2025/11/virgin-media-o2-integrate-neutral-host-small-cell-into-live-uk-5g-sa-network.html,,0.0,,not_applicable,0,,0,,58,
ISPreview UK,2025-11-03,October 2025 Progress Update on BT 10Mbps UK Broadband USO,https://www.ispreview.co.uk/index.php/2025/11/october-2025-progress-update-on-bt-10mbps-uk-broadband-uso.html,,0.0,,not_applicable,0,,0,,54,
ISPreview UK,2025-11-03,Falkland Islands Government Grants Licence for Starlink Satellite Broadband,https://www.ispreview.co.uk/index.php/2025/11/falkland-islands-government-grants-licence-for-starlink-satellite-broadband.html,,0.0,,not_applicable,0,,0,,59,
ISPreview UK,2025-11-01,Rural UK Broadband Altnet Gigaclear Hunts Buyer to Tackle £1bn Debt,https://www.ispreview.co.uk/index.php/2025/11/rural-uk-broadband-altnet-gigaclear-hunts-buyer-to-tackle-1bn-debt.html,,0.0,,not_applicable,0,,0,,56,
ISPreview UK,2025-11-01,Broadband ISP Aquiss Prep 2025 UK Black Friday Discounts – 6 Months Half Price,https://www.ispreview.co.uk/index.php/2025/11/broadband-isp-aquiss-prep-2025-uk-black-friday-discounts-6-months-half-price.html,,0.0,,not_applicable,0,,0,,48,
ISPreview UK,2025-10-31,Openreach Cuts UK Price of 1.2Gbps and 1.8Gbps FTTP Broadband Tiers,https://www.ispreview.co.uk/index.php/2025/10/openreach-cuts-uk-price-of-1-2gbps-and-1-8gbps-fttp-broadband-tiers.html,,0.0,,not_applicable,0,,0,,58,
ISPreview UK,2025-10-31,Vodafone and Three UK to Cut Jobs from Network Development Division UPDATE,https://www.ispreview.co.uk/index.php/2025/10/vodafone-and-three-uk-to-cut-jobs-from-network-development-division.html,,0.0,,not_applicable,0,,0,,59,
ISPreview UK,2025-10-31,Mobile Operator Spusu Launches New SIM Only Plans for UK Customers,https://www.ispreview.co.uk/index.php/2025/10/mobile-operator-spusu-launches-new-sim-only-plans-for-uk-customers.html,,0.0,,not_applicable,0,,0,,51,
ISPreview UK,2025-10-31,Ofcom and UK Mobile Providers Agree on Wholesale Price of Bulk Biz Texts,https://www.ispreview.co.uk/index.php/2025/10/ofcom-and-uk-mobile-providers-agree-on-wholesale-price-of-bulk-biz-texts.html,,0.0,,not_applicable,0,,0,,56,
ISPreview UK,2025-10-31,Three UK Discounts Unlimited 4G and 5G Home Broadband to £16,https://www.ispreview.co.uk/index.php/2025/10/three-uk-discounts-unlimited-4g-and-5g-home-broadband-to-16.html,,0.0,,not_applicable,0,,0,,56,
ISPreview UK,2025-10-31,Broadband Provider GoFibre Named One of Scotland’s Fastest Growing Companies,https://www.ispreview.co.uk/index.php/2025/10/broadband-provider-gofibre-named-one-of-scotlands-fastest-growing-companies.html,,0.0,,not_applicable,0,,0,,46,
ISPreview UK,2025-10-31,"O2 UK Reduce Flexibility to Swap Your Phone After 90 Days, Now it’s 11 Months",https://www.ispreview.co.uk/index.php/2025/10/o2-uk-reduce-flexibility-to-swap-your-phone-after-90-days-now-its-11-months.html,,0.0,,not_applicable,0,,0,,51,
ISPreview UK,2025-10-31,Uncertainty Clouds Future of North Shropshire Project Gigabit Broadband Rollout,https://www.ispreview.co.uk/index.php/2025/10/uncertainty-clouds-future-of-north-shropshire-project-gigabit-broadband-rollout.html,,0.0,,not_applicable,0,,0,,50,
ISPreview UK,2025-10-31,Swansea Bay City Deal’s Digital Infrastructure Scheme Given Green Rating,https://www.ispreview.co.uk/index.php/2025/10/swansea-bay-city-deals-digital-infrastructure-scheme-given-green-rating.html,,0.0,,not_applicable,0,,0,,53,
ISPreview UK,2025-10-30,Ofcom UK Grant Gateway Licence for Amazon’s Project Kuiper Broadband Network,https://www.ispreview.co.uk/index.php/2025/10/ofcom-uk-grant-gateway-licence-for-amazons-project-kuiper-broadband-network.html,,0.0,,not_applicable,0,,0,,53,
